"generations","lieu_naissance","geo_coord","effectif"
"1976-2000",Andorra,Point(1.555277777 42.558333333),1
"1976-2000",Minsk,Point(27.561837 53.902246),2
"1976-2000",Nipani,Point(74.3833 16.4),1
"1976-2000",Madurai,Point(78.119394444 9.919661111),2
"1976-2000",Saxton,Point(-78.24446 40.21536),1
"1976-2000",Saxton,Point(-78.2453 40.2147),1
"1976-2000",Bradford,Point(-1.751 53.794),1
"1976-2000",Bristol,Point(-2.5975 51.453611111),1
"1976-2000",Berkshire,Point(-1.0 51.42),1
"1976-2000",Essex,Point(0.583333333 51.75),1
"1976-2000",Puno,Point(-70.023611111 -15.843333333),1
"1976-2000",Malta,Point(14.5 35.883333333),2
"1976-2000",Willits,Point(-123.355555555 39.409722222),1
"1976-2000",Smolensk,Point(32.045277777 54.782777777),2
"1976-2000",Edinburgh,Point(-3.189166666 55.953333333),1
"1976-2000",Manizales,Point(-75.484722222 5.066111111),1
"1976-2000",Atlanta,Point(-84.390277777 33.756944444),1
"1976-2000",Suwałki,Point(22.933333333 54.1),1
"1976-2000",Temuco,Point(-72.66326 -38.67306),1
"1976-2000",Daraa,Point(36.106111111 32.625277777),1
"1976-2000",Gurgaon,Point(77.033333333 28.466666666),1
"1976-2000",City of Brussels,Point(4.351666666 50.846666666),1
"1976-2000",Nakuru,Point(36.066666666 -0.283333333),1
"1976-2000",Columbus,Point(-84.940277777 32.492222222),1
"1976-2000",Cuba,Point(-79.5 22.0),1
"1976-2000",Cáceres,Point(-75.350277777 7.579444444),1
"1976-2000",Bucaramanga,Point(-73.116111111 7.118611111),1
"1976-2000",Barbados,Point(-59.5525 13.17),1
"1976-2000",Mogadishu,Point(45.341944444 2.039166666),2
"1976-2000",Vancouver,Point(-123.113888888 49.260833333),1
"1976-2000",Liverpool,Point(-2.991944444 53.4075),2
"1976-2000",Simdega,Point(84.52 22.62),1
"1976-2000",Bremen,Point(8.807222222 53.075833333),1
"1976-2000",Hsinchu City,Point(120.96722 24.81472),1
"1976-2000",Hsinchu City,Point(120.971388888 24.804722222),1
"1976-2000",Trenton,Point(-74.765833333 40.220277777),1
"1976-2000",Odense,Point(10.383333333 55.4),1
"1976-2000",Pierrefitte-sur-Seine,Point(2.360833333 48.964722222),1
"1976-2000",Nueva Guinea,Point(-84.456361111 11.687116666),2
"1976-2000",Les Lilas,Point(2.416944444 48.88),2
"1976-2000",Rajgangpur,Point(84.583 22.2),1
"1976-2000",Chalchuapa,Point(-89.680244444 13.985291666),1
"1976-2000",Westcliff-on-Sea,Point(0.690833333 51.539722222),1
"1976-2000",Al-Malikiyah,Point(42.082242 37.103053),1
"1976-2000",Al-Malikiyah,Point(42.140277777 37.178055555),1
"1976-2000",Steyr,Point(14.416666666 48.05),1
"1976-2000",Intibucá Department,Point(-88.176786111 14.308102777),1
"1976-2000",Nyzhnohirskyi,Point(34.734444444 45.446388888),1
"1976-2000",Kelarabad,Point(51.254444444 36.701111111),1
"1976-2000",Baniyas,Point(35.940277777 35.182222222),1
"1976-2000",Ciudad Juárez,Point(-106.485 31.745),1
"1976-2000",Swabi,Point(72.466666666 34.116666666),1
"1976-2000",Poznań,Point(16.933611111 52.408333333),1
"1976-2000",Layla,Point(46.7333 22.2833),1
"1976-2000",Warsaw,Point(21.011111111 52.23),2
"1976-2000",Martin,Point(18.921388888 49.063611111),1
"1976-2000",Hurlingham,Point(-58.633333333 -34.6),1
"1976-2000",Saint-Josse-ten-Noode,Point(4.369166666 50.850833333),1
"1976-2000",Alwar,Point(76.616666666 27.566666666),1
"1976-2000",Heliopolis,Point(31.3 30.133333333),1
"1976-2000",Chone,Point(-80.1 -0.68333333),1
"1976-2000",Vĩnh Phúc,Point(105.6 21.3),1
"1976-2000",Jizan,Point(42.561111111 16.889166666),1
"1976-2000",Kech District,Point(63.0 26.0),1
"1976-2000",Madrid,Point(-3.703333333 40.416944444),19
"1976-2000",Baton Rouge,Point(-91.178611111 30.4475),1
"1976-2000",Raqqa,Point(39.01 35.95),1
"1976-2000",Bogotá,Point(-74.08175 4.60971),1
"1976-2000",Brasília,Point(-47.882777777 -15.793888888),2
"1976-2000",Arraioz,Point(-1.564527777 43.140305555),1
"1976-2000",Lima,Point(-77.0375 -12.06),5
"1976-2000",Tours,Point(0.688333333 47.392777777),1
"1976-2000",Tlaxcoapan,Point(-99.222222222 20.091944444),1
"1976-2000",Al-Awamiyah,Point(49.983333 26.583333),1
"1976-2000",Saint Paul,Point(-93.093611111 44.944166666),1
"1976-2000",Barumbu,Point(15.31667 -4.31667),1
"1976-2000",Barumbu,Point(15.327777777 -4.316944444),1
"1976-2000",Santiago,Point(-70.65 -33.4375),7
"1976-2000",Quito,Point(-78.5125 -0.22),2
"1976-2000",Canterbury,Point(1.0775 51.278333333),1
"1976-2000",Asunción,Point(-57.633333333 -25.3),2
"1976-2000",Leverkusen,Point(6.983333333 51.033333333),1
"1976-2000",Boca Raton,Point(-80.1 26.368611111),1
"1976-2000",Muridke,Point(74.255 31.802),1
"1976-2000",El Clot,Point(2.188822 41.407848),1
"1976-2000",Chile,Point(-71.0 -33.0),1
"1976-2000",Dera Bugti,Point(69.150833333 29.030555555),1
"1976-2000",United States of America,Point(-98.5795 39.828175),4
"1976-2000",Fuamah District,Point(-10.216 6.939),1
"1976-2000",Fuamah District,Point(-10.274 6.94247),1
"1976-2000",Ksar Hadada,Point(10.312673 33.09928),1
"1976-2000",San José,Point(-84.079580555 9.932511111),1
"1976-2000",Rouen,Point(1.1025 49.443055555),1
"1976-2000",Al Khobar,Point(50.216666666 26.3),1
"1976-2000",Al-Hasakah,Point(40.742222222 36.511666666),1
"1976-2000",Kalay,Point(94.063888888 23.19),1
"1976-2000",Mingora,Point(72.36 34.771666666),1
"1976-2000",Melbourne,Point(144.963055555 -37.814166666),2
"1976-2000",Ozurgeti,Point(42.000555555 41.926944444),1
"1976-2000",Kasaragod,Point(74.99 12.501388888),1
"1976-2000",Helsinge,Point(12.19944 56.02194),1
"1976-2000",Benin City,Point(5.6145 6.3176),1
"1976-2000",New South Wales,Point(147.0 -32.0),1
"1976-2000",Brčko,Point(18.809166666 44.878333333),1
"1976-2000",Trzebiatów,Point(15.264722222 54.061388888),1
"1976-2000",Jokkmokk,Point(19.827942543 66.605301262),1
"1976-2000",Maracay,Point(-67.595833333 10.246944444),1
"1976-2000",Singapore,Point(103.8 1.3),1
"1976-2000",Little Rock,Point(-92.331111111 34.736111111),1
"1976-2000",Vila Velha,Point(-40.293611111 -20.336388888),1
"1976-2000",Rayong,Point(101.278333333 12.675555555),1
"1976-2000",Sweden,Point(15.0 61.0),1
"1976-2000",Montreal,Point(-73.561666666 45.508888888),6
"1976-2000",Thunder Bay,Point(-89.2461 48.3822),1
"1976-2000",Ragama,Point(79.932777777 7.029444444),1
"1976-2000",Port-au-Prince,Point(-72.338611111 18.5425),2
"1976-2000",Johannesburg,Point(28.041638888 -26.204361111),2
"1976-2000",Kingston,Point(-76.793055555 17.971388888),1
"1976-2000",Mount Meigs,Point(-86.101944444 32.362777777),1
"1976-2000",Siaya County,Point(34.25 -0.08333333),1
"1976-2000",Oruro,Point(-67.116666666 -17.966666666),1
"1976-2000",Almaty,Point(76.915 43.24),1
"1976-2000",Rabat,Point(-6.836111111 34.025277777),2
"1976-2000",Algiers,Point(3.058611111 36.776388888),1
"1976-2000",Adi Keyh,Point(39.366666666 14.833333333),1
"1976-2000",Tunis,Point(10.18 36.800833333),1
"1976-2000",Tripoli,Point(13.18746 32.87519),1
"1976-2000",İzmir,Point(27.13838 38.41273),1
"1976-2000",Tehran,Point(51.416666666 35.7),13
"1976-2000",Addis Ababa,Point(38.736944444 9.027222222),2
"1976-2000",Jakarta,Point(106.8275 -6.175),4
"1976-2000",Bắc Giang,Point(106.433333333 21.333333333),1
"1976-2000",Ankara,Point(32.83869 39.93576),1
"1976-2000",Hà Nam,Point(105.966666666 20.533333333),1
"1976-2000",Nghệ An,Point(104.833333333 19.333333333),1
"1976-2000",N'Djamena,Point(15.05 12.11),1
"1976-2000",Riyadh,Point(46.71 24.65),1
"1976-2000",Salvador,Point(-38.492777777 -12.983055555),1
"1976-2000",El Cajon,Point(-116.96 32.798333333),1
"1976-2000",Dakar,Point(-17.457222222 14.731944444),1
"1976-2000",Banjul,Point(-16.5775 13.453055555),1
"1976-2000",Ilhéus,Point(-39.048888888 -14.788888888),1
"1976-2000",Jeddah,Point(39.172777777 21.542777777),2
"1976-2000",Monrovia,Point(-10.804722222 6.310555555),1
"1976-2000",Accra,Point(-0.216666666 5.533333333),1
"1976-2000",Damascus,Point(36.291944444 33.513055555),3
"1976-2000",Yamoussoukro,Point(-5.274166666 6.816111111),1
"1976-2000",Ouagadougou,Point(-1.5275 12.368611111),1
"1976-2000",Zwickau,Point(12.496111111 50.718888888),1
"1976-2000",Abuja,Point(7.491388888 9.055555555),1
"1976-2000",Lomé,Point(1.222777777 6.131944444),1
"1976-2000",Yangon,Point(96.16 16.795),2
"1976-2000",Nyeri,Point(36.95 -0.416666666),1
"1976-2000",Amman,Point(35.933333333 31.95),2
"1976-2000",Beirut,Point(35.513055555 33.886944444),3
"1976-2000",Minden,Point(8.916666666 52.288333333),2
"1976-2000",Adana,Point(35.31346 37.00262),1
"1976-2000",Kigali,Point(30.060555555 -1.953611111),2
"1976-2000",Pujilí Canton,Point(-78.69 -0.95),1
"1976-2000",Nairobi,Point(36.817222222 -1.286388888),1
"1976-2000",Kogi State,Point(6.7 7.5),2
"1976-2000",Sohag,Point(31.691666666 26.560555555),1
"1976-2000",Maputo,Point(32.576388888 -25.915277777),1
"1976-2000",Swat District,Point(72.361944444 34.782777777),1
"1976-2000",Swat District,Point(72.49933 35.2416),1
"1976-2000",Kampala,Point(32.581111111 0.313611111),3
"1976-2000",Komaki,Point(136.911 35.290305555),1
"1976-2000",Luanda,Point(13.234444444 -8.838333333),2
"1976-2000",Port of Spain,Point(-61.516666666 10.666666666),1
"1976-2000",Aromatne,Point(34.4 45.036111111),1
"1976-2000",Harare,Point(31.052222222 -17.829166666),1
"1976-2000",Astrakhan,Point(48.035 46.35),1
"1976-2000",Bojonegoro,Point(111.89 -7.155),1
"1976-2000",Gaza Strip,Point(34.4 31.45),1
"1976-2000",Bahrain,Point(50.551111 26.0675),3
"1976-2000",Bergheim,Point(6.65 50.966666666),1
"1976-2000",Bahia,Point(-41.69 -12.52),1
"1976-2000",Xinxiang,Point(113.88515 35.29917),1
"1976-2000","Madan, Smolyan Province",Point(24.939703 41.49919),1
"1976-2000",Lukovit,Point(24.16294 43.210186),1
"1976-2000",Istanbul,Point(28.960277777 41.01),3
"1976-2000",Tacloban,Point(125.003888888 11.244444444),1
"1976-2000",Menden (Sauerland),Point(7.8 51.433333333),1
"1976-2000",Nancy,Point(6.183611111 48.692777777),1
"1976-2000",Glasgow,Point(-4.25 55.861111111),1
"1976-2000",Raleigh,Point(-78.64 35.78),1
"1976-2000",Volya-Baranetska,Point(23.124166666 49.613611111),1
"1976-2000",Demidiv,Point(30.327222222 50.727222222),1
"1976-2000",Passau,Point(13.4609744 48.5748229),1
"1976-2000",Zelenoborsk,Point(64.033333333 61.466944444),1
"1976-2000",Zelenoborsk,Point(64.043333333 61.470833333),1
"1976-2000",Ziadin,Point(65.654722222 40.034166666),1
"1976-2000",Isfahan,Point(51.674722222 32.6525),2
"1976-2000",North Korea,Point(127.0 40.0),1
"1976-2000",Akure,Point(5.195 7.25),1
"1976-2000",Saint-Étienne,Point(4.389722222 45.433888888),1
"1976-2000",Olympia,Point(-122.893055555 47.0425),1
"1976-2000",Turkey,Point(36.0 39.0),1
"1976-2000",Donetsk,Point(37.804166666 48.008888888),1
"1976-2000",Rondônia,Point(-62.816666666 -10.933333333),1
"1976-2000",Altagracia de Orituco,Point(-66.382141 9.857922),1
"1976-2000",Guayaquil,Point(-79.8875 -2.19),1
"1976-2000",Cotonou,Point(2.416666666 6.366666666),1
"1976-2000",Henan,Point(113.5 33.9),1
"1976-2000",Ljubljana,Point(14.506111111 46.051388888),1
"1976-2000",Madison,Point(-89.384166666 43.074722222),2
"1976-2000",Córdoba,Point(-64.183333333 -31.416666666),2
"1976-2000",Santa Fe,Point(-60.7 -31.633333333),1
"1976-2000",San Miguel de Tucumán,Point(-65.216666666 -26.816666666),1
"1976-2000",Khabarovsk,Point(135.066666666 48.483333333),1
"1976-2000",Tulsa,Point(-95.937222222 36.131388888),1
"1976-2000",Lyon,Point(4.841388888 45.758888888),1
"1976-2000",Shan State,Point(98.0 21.5),1
"1976-2000",Hunan,Point(111.8 27.4),1
"1976-2000",Dunkirk,Point(2.376388888 51.037777777),1
"1976-2000",Kenosha,Point(-87.845555555 42.582222222),1
"1976-2000",Ta'izz,Point(44.021944444 13.578888888),1
"1976-2000",Iași,Point(27.588888888 47.162222222),1
"1976-2000",Al-Baydah,Point(35.94861111 35.125),1
"1976-2000",Sofia,Point(23.321726 42.697886),2
"1976-2000",Kocho,Point(41.733333 36.166667),1
"1976-2000",Aix-en-Provence,Point(5.445555555 43.527777777),1
"1976-2000",Charleston,Point(-79.931944444 32.783333333),1
"1976-2000",Amposta,Point(0.580833333 40.710555555),1
"1976-2000",Kenitra,Point(-6.583333333 34.25),1
"1976-2000",Laayoune,Point(-13.2 27.15),3
"1976-2000",West Midlands,Point(-2.29 52.47),1
"1976-2000",Medellín,Point(-75.574827777 6.244747222),1
"1976-2000",Recife,Point(-34.880833333 -8.053888888),2
"1976-2000",Reus,Point(1.10871 41.15487),1
"1976-2000",Compton,Point(-118.225 33.896666666),1
"1976-2000",Barakaldo,Point(-2.991666666 43.297222222),1
"1976-2000",Bad Reichenhall,Point(12.876944444 47.724722222),1
"1976-2000",Hyesan,Point(128.183333333 41.4),2
"1976-2000",Kokand,Point(70.9425 40.528611111),1
"1976-2000",Milan,Point(9.19 45.466944444),1
"1976-2000",Lincoln County,Point(-115.41 48.54),1
"1976-2000",Hondarribia,Point(-1.7914777 43.3624372),1
"1976-2000",Toledo,Point(-83.537777777 41.652777777),1
"1976-2000",Maio,Point(-23.156111111 15.230555555),1
"1976-2000",Cluj-Napoca,Point(23.6 46.76667),1
"1976-2000",Mindelo,Point(-24.987983333 16.891352777),1
"1976-2000",Kaechon internment camp,Point(126.055466 39.571086),1
"1976-2000",Buthidaung,Point(92.53333333 20.86666667),1
"1976-2000",Buthidaung,Point(92.55774 21.0218),1
"1976-2000",Ogbomosho,Point(4.25 8.133333333),1
"1976-2000",Gapyeong County,Point(127.513888888 37.831388888),1
"1976-2000",Rivers State,Point(6.833333333 4.75),1
"1976-2000",Ayacucho,Point(-74.224444444 -13.163055555),1
"1976-2000",Truckee,Point(-120.203611111 39.342222222),1
"1976-2000",Mission Viejo,Point(-117.656111 33.612778),1
"1976-2000",Molina City,Point(-71.305555555 -35.113055555),1
"1976-2000",Grozny,Point(45.698611111 43.3125),3
"1976-2000",Presidente Prudente,Point(-51.388888888 -22.125833333),1
"1976-2000",Ibiza,Point(1.43 38.98),1
"1976-2000",Saltillo,Point(-100.991944444 25.423055555),1
"1976-2000",Perry,Point(-94.105 41.838611111),1
"1976-2000",Netherlands,Point(5.55 52.316666666),1
"1976-2000",Serwekai Subdivision,Point(69.883563888 32.258947222),1
"1976-2000",Havertown,Point(-75.3086 39.9808),1
"1976-2000",Hechi,Point(108.085 24.692777777),1
"1976-2000",Newcastle,Point(151.75 -32.916666666),1
"1976-2000",Samarkand,Point(66.975833333 39.654722222),1
"1976-2000",Elmwood Park,Point(-74.1195 40.9045),1
"1976-2000",Chosica,Point(-76.697222222 -11.936111111),1
"1976-2000",Extremadura,Point(-6.15 39.2),1
"1976-2000",Łódź,Point(19.466666666 51.75),1
"1976-2000",Kabul,Point(69.165833333 34.532777777),7
"1976-2000",Oslo,Point(10.738888888 59.913333333),1
"1976-2000",Bonn,Point(7.099722222 50.733888888),1
"1976-2000",Lhasa,Point(91.1408186 29.6457567),1
"1976-2000",Piraeus,Point(23.646944444 37.943),1
"1976-2000",Huntington Beach,Point(-117.999722222 33.692777777),1
"1976-2000",Orange County,Point(-117.78 33.67),1
"1976-2000",El Morro de Barcelona,Point(-64.6951 10.1889),1
"1976-2000",Kimitoön,Point(22.727777777 60.163888888),1
"1976-2000",Lisbon,Point(-9.139016 38.708042),1
"1976-2000",Medan,Point(98.673888888 3.589444444),1
"1976-2000",New York City,Point(-74.0 40.7),3
"1976-2000","Washington, D.C.",Point(-77.036666666 38.895),1
"1976-2000",Portland,Point(-122.666666666 45.516666666),1
"1976-2000",Anxiang County,Point(112.16582 29.41461),1
"1976-2000",Hazaristan,Point(67.8167 34.8167),1
"1976-2000",Banyeres de Mariola,Point(-0.657222222 38.715833333),1
"1976-2000",Qalqilya,Point(34.968508333 32.190377777),1
"1976-2000",Vanadzor,Point(44.488333333 40.812777777),1
"1976-2000",Roi Et,Point(103.6525 16.053333333),1
"1976-2000",Araraquara,Point(-48.175833333 -21.793888888),1
"1976-2000",Ubon Ratchathani,Point(104.851111111 15.229444444),1
"1976-2000",Miaoli County,Point(120.825827777 24.563413888),1
"1976-2000",Shiraz,Point(52.5425 29.61),1
"1976-2000",Berlin,Point(13.383333333 52.516666666),1
"1976-2000",Nuevitas,Point(-77.264444444 21.540277777),1
"1976-2000",KwaThema,Point(28.4025 -26.2975),1
"1976-2000",Manerplaw,Point(97.735 17.725),1
"1976-2000",Moscow,Point(37.617777777 55.755833333),11
"1976-2000",Negotin,Point(22.516666666 44.216666666),1
"1976-2000",Los Angeles,Point(-118.24368 34.05223),5
"1976-2000",Orléans,Point(1.904166666 47.902222222),1
"1976-2000",Saint Petersburg,Point(30.316666666 59.95),4
"1976-2000",Hopa,Point(41.435555555 41.406944444),1
"1976-2000",Richelieu,Point(0.323611111 47.014166666),1
"1976-2000",Salou,Point(1.13163 41.07964),1
"1976-2000",New Zealand,Point(174.0 -41.2),1
"1976-2000",Lalitpur,Point(85.3333 27.6833),1
"1976-2000",Indore,Point(75.847222222 22.720555555),1
"1976-2000",Perpignan,Point(2.894722222 42.6975),1
"1976-2000",Puerto Cortés,Point(-87.942669444 15.851433333),1
"1976-2000",Ulan-Ude,Point(107.606388888 51.827222222),1
"1976-2000",Beylice,Point(34.6115 40.217),1
"1976-2000",Longyan,Point(117.024444 25.088056),1
"1976-2000",Roosendaal,Point(4.45 51.533333333),1
"1976-2000",La Boca,Point(-58.364722222 -34.635555555),1
"1976-2000",Machakos,Point(37.266666666 -1.516666666),1
"1976-2000","La Quiaca, Jujuy",Point(-65.6 -22.105555555),1
"1976-2000",Musoma Rural District,Point(33.6 -1.86666667),1
"1976-2000",Namtu Township,Point(97.4 23.083333),1
"1976-2000",Dijon,Point(5.041944444 47.323055555),1
"1976-2000",Leonberg,Point(9.013055555 48.801388888),1
"1976-2000",Girona,Point(2.816666666 41.983333333),2
"1976-2000",Dalnegorsk,Point(135.566111111 44.553888888),1
"1976-2000",Ji'an,Point(121.572222222 23.95),1
"1976-2000",Marshall Islands,Point(169.29 9.82),1
"1976-2000",Barrackpore,Point(88.3776088 22.7641623),1
"1976-2000",East District,Point(120.226 22.9857),1
"1976-2000",Zhuqi Township,Point(120.58333 23.51667),1
"1976-2000",Zhuqi Township,Point(120.602 23.5065),1
"1976-2000",Paveh,Point(46.356388888 35.043333333),1
"1976-2000",Wright-Patterson Air Force Base,Point(-84.049444444 39.823055555),1
"1976-2000",Paraguay,Point(-58.0 -23.5),1
"1976-2000",Roncq,Point(3.120277777 50.753611111),1
"1976-2000",Buta,Point(24.74 2.82),1
"1976-2000",Santa Ana,Point(-89.556608333 13.994744444),2
"1976-2000",Bayamón,Point(-66.15 18.383333333),1
"1976-2000",Sanjawi,Point(68.35 30.28333333),1
"1976-2000",Groningen,Point(6.5675 53.218888888),1
"1976-2000",Southern Rhodesia,Point(30.016666666 -19.016666666),1
"1976-2000",Stalowa Wola,Point(22.05 50.583333333),1
"1976-2000",Avellaneda,Point(-58.367777777 -34.6625),1
"1976-2000",Lutsk,Point(25.324444444 50.747777777),1
"1976-2000",Inari,Point(27.0176022 68.9054698),1
"1976-2000",New Hampshire,Point(-71.5 44.0),1
"1976-2000",Saint Lucia,Point(-60.966666666 13.883333333),1
"1976-2000",Uruguay,Point(-56.0 -33.0),1
"1976-2000",Massachusetts,Point(-71.8 42.3),2
"1976-2000",Guatemala,Point(-90.25 15.5),1
"1976-2000",Al-Ram,Point(35.233366666 31.853430555),1
"1976-2000",Saint-Jean-de-Braye,Point(1.971111111 47.911944444),1
"1976-2000",Egypt,Point(29.0 27.0),4
"1976-2000",Casablanca,Point(-7.62 33.599166666),2
"1976-2000",El Salvador,Point(-88.866111 13.668889),1
"1976-2000",Iran,Point(53.0 32.0),5
"1976-2000",Petropavlovsk-Kamchatsky,Point(158.65 53.016666666),1
"1976-2000",Iraq,Point(43.0 33.0),2
"1976-2000",Florence,Point(-87.662777777 34.820277777),1
"1976-2000",Querétaro,Point(-100.391 20.591),1
"1976-2000",Tabriz,Point(46.296111111 38.073888888),1
"1976-2000",Yemen,Point(48.0 15.5),2
"1976-2000",Barcelos,Point(-62.923888888 -0.975),1
"1976-2000",Fez,Point(-5.003333333 34.043333333),1
"1976-2000",Zierikzee,Point(3.9164 51.6497),1
"1976-2000",Nicaragua,Point(-85.0 13.0),2
"1976-2000",Florida,Point(-81.631666666 28.133333333),1
"1976-2000",Bechem,Point(-2.02627 7.08833),1
"1976-2000",Szeged,Point(20.166666666 46.25),1
"1976-2000",Lagos,Point(3.75 6.583333333),1
"1976-2000",Kuwait,Point(47.6 29.166667),1
"1976-2000",Santos,Point(-46.3286399 -23.9335988),1
"1976-2000",San Cristóbal,Point(-72.232241666 7.768172222),2
"1976-2000",Barrancas (Santa Fe),Point(-60.9833 -32.2333),1
"1976-2000",Quilmes,Point(-58.266666666 -34.716666666),1
"1976-2000",Utah,Point(-111.5 39.5),1
"1976-2000",Leicester,Point(-1.133333333 52.633333333),1
"1976-2000",Bitlis Province,Point(42.387777777 38.525833333),1
"1976-2000",Nepal,Point(84.0 28.0),1
"1976-2000",Savannah,Point(-81.103888888 32.050833333),1
"1976-2000",London,Point(-0.1275 51.507222222),4
"1976-2000",Tehuacán,Point(-97.394166666 18.462777777),1
"1976-2000",Pakistan,Point(71.0 30.0),1
"1976-2000",Calabar,Point(8.325 4.95),2
"1976-2000",Lynwood,Point(-118.201944444 33.924722222),1
"1976-2000",Cairo,Point(31.235833333 30.044444444),11
"1976-2000",Saudi Arabia,Point(44.116667 23.716667),3
"1976-2000",Kalispell,Point(-114.316666666 48.2),1
"1976-2000",Sri Lanka,Point(81.0 7.0),1
"1976-2000",Syria,Point(38.583333 35.216667),2
"1976-2000",Miami,Point(-80.216666666 25.783333333),1
"1976-2000",Karachi,Point(67.01 24.86),3
"1976-2000",Cobán,Point(-90.366666666 15.483333333),1
